k;Nk;Pk;Logk;LokPk;;;
;0;0;#¡NUM!;#¡NUM!;;2146;12
;0;0;#¡NUM!;#¡NUM!;;2146;12
;0;0;#¡NUM!;#¡NUM!;;2146;12
;0;0;#¡NUM!;#¡NUM!;;2146;12
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2148;4
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2153;1
;0;0;#¡NUM!;#¡NUM!;;2159;13
;0;0;#¡NUM!;#¡NUM!;;2159;13
;0;0;#¡NUM!;#¡NUM!;;2159;13
;0;0;#¡NUM!;#¡NUM!;;2159;13
;0;0;#¡NUM!;#¡NUM!;;2159;13
;0;0;#¡NUM!;#¡NUM!;;2159;13
;0;0;#¡NUM!;#¡NUM!;;2160;11
;0;0;#¡NUM!;#¡NUM!;;2160;11
;0;0;#¡NUM!;#¡NUM!;;2160;11
;0;0;#¡NUM!;#¡NUM!;;2160;11
;0;0;#¡NUM!;#¡NUM!;;2160;11
;0;0;#¡NUM!;#¡NUM!;;2161;2
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2162;19
;0;0;#¡NUM!;#¡NUM!;;2165;6
;0;0;#¡NUM!;#¡NUM!;;2165;6
;0;0;#¡NUM!;#¡NUM!;;2165;6
;0;0;#¡NUM!;#¡NUM!;;2165;6
;0;0;#¡NUM!;#¡NUM!;;2165;6
;0;0;#¡NUM!;#¡NUM!;;2165;6
;0;0;#¡NUM!;#¡NUM!;;2167;7
;0;0;#¡NUM!;#¡NUM!;;2167;7
;0;0;#¡NUM!;#¡NUM!;;2167;7
;0;0;#¡NUM!;#¡NUM!;;2167;7
;0;0;#¡NUM!;#¡NUM!;;2167;7
;0;0;#¡NUM!;#¡NUM!;;2167;7
;0;0;#¡NUM!;#¡NUM!;;2168;43
;0;0;#¡NUM!;#¡NUM!;;2172;5
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2174;25
;0;0;#¡NUM!;#¡NUM!;;2175;2
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2177;24
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2180;14
;0;0;#¡NUM!;#¡NUM!;;2181;6
;0;0;#¡NUM!;#¡NUM!;;2181;6
;0;0;#¡NUM!;#¡NUM!;;2181;6
;0;0;#¡NUM!;#¡NUM!;;2181;6
;0;0;#¡NUM!;#¡NUM!;;2181;6
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2182;31
;0;0;#¡NUM!;#¡NUM!;;2184;1
;0;0;#¡NUM!;#¡NUM!;;2186;15
;0;0;#¡NUM!;#¡NUM!;;2186;15
;0;0;#¡NUM!;#¡NUM!;;2186;15
;0;0;#¡NUM!;#¡NUM!;;2186;15
;0;0;#¡NUM!;#¡NUM!;;2187;9
;0;0;#¡NUM!;#¡NUM!;;2187;9
;0;0;#¡NUM!;#¡NUM!;;2189;4
;0;0;#¡NUM!;#¡NUM!;;2192;2
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2193;22
;0;0;#¡NUM!;#¡NUM!;;2194;5
;0;0;#¡NUM!;#¡NUM!;;2194;5
;0;0;#¡NUM!;#¡NUM!;;2194;5
;0;0;#¡NUM!;#¡NUM!;;2194;5
;0;0;#¡NUM!;#¡NUM!;;2194;5
;0;0;#¡NUM!;#¡NUM!;;2195;4
;0;0;#¡NUM!;#¡NUM!;;2197;5
;0;0;#¡NUM!;#¡NUM!;;2197;5
;0;0;#¡NUM!;#¡NUM!;;2199;7
;0;0;#¡NUM!;#¡NUM!;;2199;7
;0;0;#¡NUM!;#¡NUM!;;2199;7
;0;0;#¡NUM!;#¡NUM!;;2199;7
;0;0;#¡NUM!;#¡NUM!;;2199;7
;0;0;#¡NUM!;#¡NUM!;;2200;7
;0;0;#¡NUM!;#¡NUM!;;2200;7
;0;0;#¡NUM!;#¡NUM!;;2200;7
;0;0;#¡NUM!;#¡NUM!;;2200;7
;0;0;#¡NUM!;#¡NUM!;;2200;7
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2202;6
;0;0;#¡NUM!;#¡NUM!;;2202;6
;0;0;#¡NUM!;#¡NUM!;;2202;6
;0;0;#¡NUM!;#¡NUM!;;2203;4
;0;0;#¡NUM!;#¡NUM!;;2207;8
;0;0;#¡NUM!;#¡NUM!;;2207;8
;0;0;#¡NUM!;#¡NUM!;;2207;8
;0;0;#¡NUM!;#¡NUM!;;2207;8
;0;0;#¡NUM!;#¡NUM!;;2207;8
;0;0;#¡NUM!;#¡NUM!;;2207;8
;0;0;#¡NUM!;#¡NUM!;;2208;2
;0;0;#¡NUM!;#¡NUM!;;2209;1
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2215;38
;0;0;#¡NUM!;#¡NUM!;;2216;6
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2217;32
;0;0;#¡NUM!;#¡NUM!;;2219;4
;0;0;#¡NUM!;#¡NUM!;;2220;13
;0;0;#¡NUM!;#¡NUM!;;2220;13
;0;0;#¡NUM!;#¡NUM!;;2220;13
;0;0;#¡NUM!;#¡NUM!;;2220;13
;0;0;#¡NUM!;#¡NUM!;;2220;13
;0;0;#¡NUM!;#¡NUM!;;2220;13
;0;0;#¡NUM!;#¡NUM!;;2220;13
;0;0;#¡NUM!;#¡NUM!;;2221;9
;0;0;#¡NUM!;#¡NUM!;;2221;9
;0;0;#¡NUM!;#¡NUM!;;2221;9
;0;0;#¡NUM!;#¡NUM!;;2221;9
;0;0;#¡NUM!;#¡NUM!;;2221;9
;0;0;#¡NUM!;#¡NUM!;;2221;9
;0;0;#¡NUM!;#¡NUM!;;2222;10
;0;0;#¡NUM!;#¡NUM!;;2222;10
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2224;15
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2227;25
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2230;2
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2234;2
;0;0;#¡NUM!;#¡NUM!;;2236;37
;0;0;#¡NUM!;#¡NUM!;;2236;37
;0;0;#¡NUM!;#¡NUM!;;2236;37
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2237;48
;0;0;#¡NUM!;#¡NUM!;;2238;5
;0;0;#¡NUM!;#¡NUM!;;2238;5
