k;Nk;Pk;Logk;LokPk;;;
;0;0;#¡NUM!;#¡NUM!;;2238;5
;0;0;#¡NUM!;#¡NUM!;;2238;5
;0;0;#¡NUM!;#¡NUM!;;2239;4
;0;0;#¡NUM!;#¡NUM!;;2239;4
;0;0;#¡NUM!;#¡NUM!;;2240;5
;0;0;#¡NUM!;#¡NUM!;;2241;9
;0;0;#¡NUM!;#¡NUM!;;2241;9
;0;0;#¡NUM!;#¡NUM!;;2241;9
;0;0;#¡NUM!;#¡NUM!;;2241;9
;0;0;#¡NUM!;#¡NUM!;;2241;9
;0;0;#¡NUM!;#¡NUM!;;2241;9
;0;0;#¡NUM!;#¡NUM!;;2241;9
;0;0;#¡NUM!;#¡NUM!;;2242;3
;0;0;#¡NUM!;#¡NUM!;;2243;15
;0;0;#¡NUM!;#¡NUM!;;2243;15
;0;0;#¡NUM!;#¡NUM!;;2243;15
;0;0;#¡NUM!;#¡NUM!;;2243;15
;0;0;#¡NUM!;#¡NUM!;;2243;15
;0;0;#¡NUM!;#¡NUM!;;2243;15
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2244;34
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2245;42
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2247;2
;0;0;#¡NUM!;#¡NUM!;;2248;7
;0;0;#¡NUM!;#¡NUM!;;2248;7
;0;0;#¡NUM!;#¡NUM!;;2248;7
;0;0;#¡NUM!;#¡NUM!;;2248;7
;0;0;#¡NUM!;#¡NUM!;;2249;2
;0;0;#¡NUM!;#¡NUM!;;2249;2
;0;0;#¡NUM!;#¡NUM!;;2251;2
;0;0;#¡NUM!;#¡NUM!;;2252;4
;0;0;#¡NUM!;#¡NUM!;;2253;5
;0;0;#¡NUM!;#¡NUM!;;2253;5
;0;0;#¡NUM!;#¡NUM!;;2253;5
;0;0;#¡NUM!;#¡NUM!;;2253;5
;0;0;#¡NUM!;#¡NUM!;;2253;5
;0;0;#¡NUM!;#¡NUM!;;2255;6
;0;0;#¡NUM!;#¡NUM!;;2255;6
;0;0;#¡NUM!;#¡NUM!;;2255;6
;0;0;#¡NUM!;#¡NUM!;;2255;6
;0;0;#¡NUM!;#¡NUM!;;2255;6
;0;0;#¡NUM!;#¡NUM!;;2255;6
;0;0;#¡NUM!;#¡NUM!;;2257;25
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2258;19
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2260;10
;0;0;#¡NUM!;#¡NUM!;;2261;9
;0;0;#¡NUM!;#¡NUM!;;2261;9
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2262;20
;0;0;#¡NUM!;#¡NUM!;;2263;10
;0;0;#¡NUM!;#¡NUM!;;2263;10
;0;0;#¡NUM!;#¡NUM!;;2263;10
;0;0;#¡NUM!;#¡NUM!;;2264;13
;0;0;#¡NUM!;#¡NUM!;;2264;13
;0;0;#¡NUM!;#¡NUM!;;2264;13
;0;0;#¡NUM!;#¡NUM!;;2264;13
;0;0;#¡NUM!;#¡NUM!;;2264;13
;0;0;#¡NUM!;#¡NUM!;;2265;7
;0;0;#¡NUM!;#¡NUM!;;2265;7
;0;0;#¡NUM!;#¡NUM!;;2265;7
;0;0;#¡NUM!;#¡NUM!;;2265;7
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2266;39
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2268;23
;0;0;#¡NUM!;#¡NUM!;;2269;12
;0;0;#¡NUM!;#¡NUM!;;2269;12
;0;0;#¡NUM!;#¡NUM!;;2269;12
;0;0;#¡NUM!;#¡NUM!;;2269;12
;0;0;#¡NUM!;#¡NUM!;;2269;12
;0;0;#¡NUM!;#¡NUM!;;2269;12
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2271;3
;0;0;#¡NUM!;#¡NUM!;;2271;3
;0;0;#¡NUM!;#¡NUM!;;2274;2
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2275;13
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2276;21
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2279;27
;0;0;#¡NUM!;#¡NUM!;;2281;6
;0;0;#¡NUM!;#¡NUM!;;2282;4
;0;0;#¡NUM!;#¡NUM!;;2282;4
;0;0;#¡NUM!;#¡NUM!;;2282;4
;0;0;#¡NUM!;#¡NUM!;;2282;4
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2285;4
;0;0;#¡NUM!;#¡NUM!;;2285;4
;0;0;#¡NUM!;#¡NUM!;;2285;4
;0;0;#¡NUM!;#¡NUM!;;2286;9
;0;0;#¡NUM!;#¡NUM!;;2286;9
;0;0;#¡NUM!;#¡NUM!;;2286;9
;0;0;#¡NUM!;#¡NUM!;;2286;9
;0;0;#¡NUM!;#¡NUM!;;2286;9
;0;0;#¡NUM!;#¡NUM!;;2287;3
;0;0;#¡NUM!;#¡NUM!;;2287;3
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2290;16
;0;0;#¡NUM!;#¡NUM!;;2292;9
;0;0;#¡NUM!;#¡NUM!;;2292;9
;0;0;#¡NUM!;#¡NUM!;;2292;9
;0;0;#¡NUM!;#¡NUM!;;2292;9
;0;0;#¡NUM!;#¡NUM!;;2295;5
;0;0;#¡NUM!;#¡NUM!;;2296;1
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2298;35
;0;0;#¡NUM!;#¡NUM!;;2299;7
;0;0;#¡NUM!;#¡NUM!;;2299;7
;0;0;#¡NUM!;#¡NUM!;;2299;7
;0;0;#¡NUM!;#¡NUM!;;2299;7
;0;0;#¡NUM!;#¡NUM!;;2300;11
;0;0;#¡NUM!;#¡NUM!;;2301;2
;0;0;#¡NUM!;#¡NUM!;;2301;2
;0;0;#¡NUM!;#¡NUM!;;2303;7
;0;0;#¡NUM!;#¡NUM!;;2303;7
;0;0;#¡NUM!;#¡NUM!;;2304;1
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2307;1
;0;0;#¡NUM!;#¡NUM!;;2308;9
;0;0;#¡NUM!;#¡NUM!;;2308;9
;0;0;#¡NUM!;#¡NUM!;;2308;9
;0;0;#¡NUM!;#¡NUM!;;2308;9
;0;0;#¡NUM!;#¡NUM!;;2308;9
;0;0;#¡NUM!;#¡NUM!;;2308;9
;0;0;#¡NUM!;#¡NUM!;;2308;9
;0;0;#¡NUM!;#¡NUM!;;2308;9
;0;0;#¡NUM!;#¡NUM!;;2311;13
;0;0;#¡NUM!;#¡NUM!;;2311;13
;0;0;#¡NUM!;#¡NUM!;;2311;13
;0;0;#¡NUM!;#¡NUM!;;2311;13
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2313;19
;0;0;#¡NUM!;#¡NUM!;;2315;13
;0;0;#¡NUM!;#¡NUM!;;2315;13
;0;0;#¡NUM!;#¡NUM!;;2315;13
;0;0;#¡NUM!;#¡NUM!;;2315;13
;0;0;#¡NUM!;#¡NUM!;;2315;13
;0;0;#¡NUM!;#¡NUM!;;2315;13
;0;0;#¡NUM!;#¡NUM!;;2315;13
;0;0;#¡NUM!;#¡NUM!;;2317;4
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2322;10
;0;0;#¡NUM!;#¡NUM!;;2322;10
;0;0;#¡NUM!;#¡NUM!;;2322;10
;0;0;#¡NUM!;#¡NUM!;;2322;10
;0;0;#¡NUM!;#¡NUM!;;2322;10
;0;0;#¡NUM!;#¡NUM!;;2322;10
;0;0;#¡NUM!;#¡NUM!;;2324;2
;0;0;#¡NUM!;#¡NUM!;;2324;2
;0;0;#¡NUM!;#¡NUM!;;2325;5
;0;0;#¡NUM!;#¡NUM!;;2325;5
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2326;13
;0;0;#¡NUM!;#¡NUM!;;2327;10
;0;0;#¡NUM!;#¡NUM!;;2327;10
;0;0;#¡NUM!;#¡NUM!;;2327;10
;0;0;#¡NUM!;#¡NUM!;;2327;10
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2328;12
;0;0;#¡NUM!;#¡NUM!;;2329;1
